snapped_at,price,market_cap,total_volume
2021-09-06 00:00:00 UTC,0.3054029736077619,2936575083.829045,152342687.53922755
2021-09-07 00:00:00 UTC,0.3126437452280356,3010190618.9793515,134837522.465438
2021-09-08 00:00:00 UTC,0.27367099704659886,2631269053.5441957,377432857.8770839
2021-09-09 00:00:00 UTC,0.3167730838918963,3052753764.263536,264166166.9914716
2021-09-10 00:00:00 UTC,0.331601902843638,3218971194.0462117,431732051.2935006
2021-09-11 00:00:00 UTC,0.3142140722825231,3021478821.072685,196854711.8605925
2021-09-12 00:00:00 UTC,0.3618136033568249,3481404561.4129868,405469855.21017134
2021-09-13 00:00:00 UTC,0.4214527484118327,4063707171.549014,528294583.6733081
2021-09-14 00:00:00 UTC,0.4320748946552396,4131816507.4794984,896071442.666405
2021-09-15 00:00:00 UTC,0.46084428457063437,4449645539.4916935,717928652.4868809
2021-09-16 00:00:00 UTC,0.5088376840865344,4909713321.9816065,1226610156.258398
2021-09-17 00:00:00 UTC,0.47870954234458274,4605779511.648638,1044390778.4309216
2021-09-18 00:00:00 UTC,0.4228022344025816,4131425281.8467784,377496419.93957937
2021-09-19 00:00:00 UTC,0.4255740499499192,4110852962.1612644,275849946.7007914
2021-09-20 00:00:00 UTC,0.3989045665458887,3857140459.0340333,222132076.42971408
2021-09-21 00:00:00 UTC,0.34170299335884563,3283218602.5417504,482497165.4698911
2021-09-22 00:00:00 UTC,0.30358011167362486,2914645986.2734103,361446199.07394373
2021-09-23 00:00:00 UTC,0.3677846019744772,3821541765.1130667,334879308.3095963
2021-09-24 00:00:00 UTC,0.3847604132940142,3946434341.0742564,327249900.7595365
2021-09-25 00:00:00 UTC,0.35113049253587464,3623252541.8726554,364749754.93636125
2021-09-26 00:00:00 UTC,0.3453834440003408,3542655378.7993255,173670971.26485583
2021-09-27 00:00:00 UTC,0.3372046142328158,3464920448.388182,179021442.91121554
2021-09-28 00:00:00 UTC,0.3219300896719378,3289045349.3259363,137539028.8315349
2021-09-29 00:00:00 UTC,0.30394214638712164,3140882748.2882795,126220149.16795437
2021-09-30 00:00:00 UTC,0.31313076061532186,3213816611.6085787,137855990.42461282
2021-10-01 00:00:00 UTC,0.33934284572365664,3536901030.529355,152023688.02672583
2021-10-02 00:00:00 UTC,0.36634332732654706,3819327305.129705,165964938.03045675
2021-10-03 00:00:00 UTC,0.38872588282486864,4053733178.914851,207515033.22479823
2021-10-04 00:00:00 UTC,0.40215076534869876,4193824733.732685,253807067.9388589
2021-10-05 00:00:00 UTC,0.40864372067498644,4274063960.6342106,290225159.21663076
2021-10-06 00:00:00 UTC,0.4015480029645516,4210685364.5737247,202753155.7345372
2021-10-07 00:00:00 UTC,0.3813734299890457,3983199812.3520494,207654971.9793706
2021-10-08 00:00:00 UTC,0.3792756314838682,5611759414.656277,204501509.29058447
2021-10-09 00:00:00 UTC,0.3724870214156864,5532494024.027723,143042737.17063904
2021-10-10 00:00:00 UTC,0.3740482343615848,5540219352.240336,111008901.93145368
2021-10-11 00:00:00 UTC,0.34310435915495685,5040033573.641277,99408039.62552547
2021-10-12 00:00:00 UTC,0.34522148011097437,5102469327.412875,110494121.67002062
2021-10-13 00:00:00 UTC,0.3506649838540812,5208181214.176597,140928026.16106153
2021-10-14 00:00:00 UTC,0.35944593362866367,5326729633.632502,110116039.01419505
2021-10-15 00:00:00 UTC,0.38631209975613623,5689881580.551437,168304987.97707126
2021-10-16 00:00:00 UTC,0.36803846803402446,5462511478.488896,161279707.83417985
2021-10-17 00:00:00 UTC,0.37544025473630843,5560539160.228103,96640194.09439762
2021-10-18 00:00:00 UTC,0.3569805827042817,5294356881.023504,96817728.07925911
2021-10-19 00:00:00 UTC,0.35637070383228475,5297433010.403274,117982180.88364652
2021-10-20 00:00:00 UTC,0.37629503344603477,5591945496.656439,124350838.05404533
2021-10-21 00:00:00 UTC,0.4031498147190467,5987404757.998808,243703988.87748313
2021-10-22 00:00:00 UTC,0.38142625679975933,5673549317.344099,143958151.97520265
2021-10-23 00:00:00 UTC,0.3796193185259931,5701111715.310015,93467722.24909976
2021-10-24 00:00:00 UTC,0.38024633775073025,5707488629.137536,72808998.92746493
2021-10-25 00:00:00 UTC,0.36847379869501334,5526964210.641533,89160480.73518275
2021-10-26 00:00:00 UTC,0.3896615541475612,5855047106.710093,120532002.96621802
